



ITEM NO	ITEM_DESC	MSP	MSRP	DEALER PRICE	RETAIL-MAP	sale-price	end-sale	UPC	BRAND	FIREARM-ACTION	ATF-MODEL	CAL/GA
00856	POF RENEGADE+ 5.56 16B 30RD	1680.00	2016.00	1680.00	1898.00	0.00		847313008565	POF-USA	RIFLE	Renegade+	MULTI
00910	POF RENEGADE+ 5.56 16 BB 30RD	1792.00	2150.00	1792.00	2025.00	0.00		847313009104	POF-USA	RIFLE	Renegade+	MULTI
011294113	BRN GOLD FLD 10/28MC 3.5 MOSGH	1489.00	1999.99	1489.00	1679.99	0.00		023614743446	BROWNING	SHOTGUN	GOLD	10 GAUGE
01130	CZU CZ75 BD 9MM DCK B 10RD CA	549.99	649.00	549.99	N/A	0.00		806703011301	CZ USA	PISTOL	CZ 75 BD	9MM
011412605	BRN SL MAT HUNT MIC MID 20M/26	989.00	1329.99	989.00	1179.99	0.00		023614443148	BROWNING	SHOTGUN	Silver	20 GAUGE
011413304	BRN SIL FIELD 12M/28 WALNUT	939.00	1279.99	939.00	1099.99	0.00		023614443162	BROWNING ARMS COMPANY, INC	SHOTGUN	SILVER FIELD	12GA
011413604	BRN SIL FIELD 20M/28 WALNUT	989.00	1329.99	989.00	1179.99	0.00		023614443186	BROWNING	SHOTGUN	SILVER FIELD	20 GAUGE
011417204	BRN SIL FLD 12M/28 3.5 SYN	939.00	1279.99	939.00	1099.99	0.00		023614686798	BROWNING	SHOTGUN	SILVER FIELD COMPOSITE	12 GAUGE
011417304	BRN SIL FIELD 12M/28 SYN	889.00	1199.99	889.00	979.99	0.00		023614686774	BROWNING	SHOTGUN	SILVER FIELD COMPOSITE	12GA 3
011420204	BRN SIL FLD SA 12M/28 3.5 MOBL	999.99	1349.99	999.99	N/A	0.00		023614735298	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
011420205	BRN SIL FLD SA 12M/26 3.5 MOBL	999.99	1349.99	999.99	1099.99	0.00		023614735281	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
011426204	BRN SIL FIELD FDE 12M/28 3.5	1039.99	1399.99	1039.99	N/A	0.00		023614739098	BROWNING	SHOTGUN	SILVER FIELD MOBL FDE	12GA 31/2
011426205	BRN SIL FLD FDE 12/26 3.5 MOBL	1039.99	1399.99	1039.99	1159.99	0.00		023614739081	BROWNING	SHOTGUN	SILVER FIELD MOBL FDE	12 GAUGE
011428204	BRN SIL FLD FDE 12M/28 3.5 C	1039.99	1399.99	1039.99	N/A	0.00		023614743262	BROWNING	SHOTGUN	SILVER FIELD MOSGH FDE	12GA- 3 1/2 INVECTOR PLUS-28
011428205	BRN SIL FLD FDE 12/26 3.5 MSGH	1039.99	1399.99	1039.99	1159.99	0.00		023614743255	BROWNING	SHOTGUN	SILVER FIELD MOSGH FDE	12 GAUGE
01143	POF P415 EDGE 5.56 RFL 16B 30R	1792.00	2150.00	1792.00	2025.00	0.00		847313011435	POF-USA	RIFLE	P415 EDGE	MULTI  5.56 NATO
011430205	BRN SIL FLD SA 12M/26 3.5 VTAN	1039.99	1399.99	1039.99	1099.99	0.00		023614849285	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
011431204	BRN SIL FLD SA 12M/28 3.5 VTAN	999.00	1349.99	999.00	1179.99	0.00		023614849315	BROWNING ARMS COMPANY, INC	SHOTGUN	SILVER FIELD	12GA
011433321	BRN SIL RFLD DR 12/22 3 MOBL	1099.00	1479.99	1099.00	N/A	0.00		023614853077	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
011434204	BRN SIL FLD FDE 12/28 3.5 MAX7	1039.99	1399.99	1039.99	1159.99	0.00		023614853312	BROWNING	SHOTGUN	SILVER FIELD FDE	12 GAUGE
011434205	BRN SIL FLD FDE 12/26 3.5 MAX7	1039.99	1399.99	1039.99	1159.99	0.00		023614853305	BROWNING	SHOTGUN	SILVER FIELD FDE	12 GAUGE
011435204	BRN SIL FLD 12M/28 3.5 MAX7	999.99	1349.99	999.99	1099.99	0.00		023614853336	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
011435205	BRN SIL FLD 12M/26 3.5 MAX7	999.99	1349.99	999.99	1099.99	0.00		023614853329	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
011438204	BRN SIL FLD FDE AURC 12/28 3.5	1039.99	1399.99	1039.99	N/A	0.00		023614855842	BROWNING	SHOTGUN	SILVER FIELD	12 GAUGE
01145	POF P415 EDGE 5.56 R 16BB 30R	1904.00	2285.00	1904.00	2152.00	0.00		847313011459	POF-USA	RIFLE	P415 EDGE	MULTI  5.56 NATO
01152	CZU CZ75 SP-01 9MM 10RD NS CA	679.99	799.00	679.99	N/A	0.00		806703011523	CZ USA	PISTOL	CZ75	9X19
011700304	BRN MAXUS II STALKR 12M/28	1279.00	1729.99	1279.00	1499.99	0.00		023614740735	BROWNING	SHOTGUN	MAXUS II	12GA - 2 3/4, 3
011701204	BRN MAXUS II 12M/28 3.5 MOSGH	1529.00	2049.99	1529.00	1719.99	0.00		023614740797	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011702204	BRN MAXUS II 12M/28 3.5 MOBL	1529.99	2049.99	1529.99	N/A	0.00		023614997658	BROWNING	SHOTGUN	MAXUS II	12GA-23/4,3,31/2
011702205	BRN MAXUS II 12M/26 3.5 MOBL	1529.99	2049.99	1529.99	1719.99	0.00		023614997641	BROWNING ARMS COMPANY, INC	SHOTGUN	MAXUS II	12 GAUGE
011704204	BRN MAXUS II 12M/28 3.5 TIMBER	1529.99	2049.99	1529.99	N/A	0.00		023614997696	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011705204	BRN MAXUS II WW 12M/28 3.5 CAM	1669.00	2249.99	1669.00	1899.99	0.00		023614740896	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011706204	BRN MAXUS II WW 12/28 3.5 MOBL	1669.99	2249.99	1669.99	N/A	0.00		023614997573	BROWNING	SHOTGUN	WICKED WING	12 GAUGE
011706205	BRN MAXUS II WW 12M/26 MOBL	1669.99	2249.99	1669.99	1899.99	0.00		023614997566	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011708303	BRN MAXUS II SPORT CF 12M/30	1499.00	1999.99	1499.00	1749.99	0.00		023614740957	BROWNING ARMS COMPANY, INC	SHOTGUN	MAXUS II	12 GAUGE
011708304	BRN MAXUS II SPORT CF 12M/28	1499.00	1999.99	1499.00	1749.99	0.00		023614740940	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011732204	BRN MAXUS II WW 12/28 3.5 TIMB	1669.99	2249.99	1669.99	N/A	0.00		023614997610	BROWNING	SHOTGUN	MAXUS II	12GA-2 3/4IN-3IN-3 1/2IN
011735304	BRN MAXUS II HUNTER 12M/28	1289.00	1729.99	1289.00	1499.99	0.00		023614744061	BROWNING ARMS COMPANY, INC	SHOTGUN	MAXUS II	12GA
011739204	BRN MAXUSII WW 12M/28 3.5 VTAN	1669.00	2249.99	1669.00	1949.99	0.00		023614997559	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011740204	BRN MAXUS II 12M/28 3.5 VTAN	1529.00	2049.99	1529.00	1799.99	0.00		023614997634	BROWNING	SHOTGUN	NA	12GA - 2 3/4, 3, 3 1/2
011742204	BRN MAXUS II 12M/28 3.5 MOOBL	1529.99	2049.99	1529.99	N/A	0.00		023614849445	BROWNING ARMS COMPANY, INC	SHOTGUN	MAXUS II	12GA
011743204	BRN MAXS II WW 12/28 3.5 MOOBL	1669.99	2249.99	1669.99	N/A	0.00		023614849421	BROWNING	SHOTGUN	NA	12GA-2 3/4,3, 3 1/2
011745321	BRN MAXUS II RFLD 12M/22 MOBL	1449.00	1949.99	1449.00	N/A	0.00		023614853343	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011746204	BRN MAXUS II 12M/28 3.5 MAX-7	1529.99	2049.99	1529.99	1719.99	0.00		023614853299	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011746205	BRN MAXUS II 12M/26 3.5 MAX-7	1529.99	2049.99	1529.99	1719.99	0.00		023614853282	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011747204	BRN MAXUS II WW 12M/28 MAX-7	1669.99	2249.99	1669.99	1899.99	0.00		023614853275	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011747205	BRN MAXUS II WW 12M/26 MAX-7	1669.99	2249.99	1669.99	1899.99	0.00		023614853268	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011748205	BRN MAXUS II AP HNT 12/22 MOBL	1599.00	2149.99	1599.00	N/A	0.00		023614853589	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011753321	BRN MAXUS II RFLD 12M/22 OVIX	1449.00	1949.99	1449.00	N/A	0.00		023614855859	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011764204	BRN MAXUS II WW 12/28 3.5 WDLD	1669.99	2249.99	1669.99	N/A	0.00		023614857464	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
011765204	BRN MAXUS II 12M/28 3.5 WDLND	1529.99	2049.99	1529.99	N/A	0.00		023614857488	BROWNING	SHOTGUN	MAXUS II	12 GAUGE
0118003004	BRN A5 HUNTER 12M/28MC W/CASE	1419.00	1899.99	1419.00	1679.99	0.00		023614072096	BROWNING	SHOTGUN	A5 HUNTER	12 GAUGE
0118003005	BRN A5 HUNTER 12M/26MC W/CASE	1419.00	1899.99	1419.00	1679.99	0.00		023614072089	BROWNING	SHOTGUN	A5 HUNTER	12 GAUGE
0118005004	BRN A5 SWEET SIXTEEN 16/28MC	1469.00	1979.99	1469.00	1729.99	0.00		023614439585	BROWNING	SHOTGUN	N/A	16GA-2 3/4
0118005005	BRN A5 SWEET SIXTEEN 16/26MC	1469.00	1979.99	1469.00	1729.99	0.00		023614439578	BROWNING	SHOTGUN	BROWNING SWEET SIXTEEN	16GA 23/4
0118203004	BRN A5 ULTIMATE 12/28MC WAL	1729.00	2329.99	1729.00	2029.99	0.00		023614398226	BROWNING	SHOTGUN	A5	12 GAUGE
0118255004	BRN A5 MOBL 16M/28MC 2.75 MOBL	1579.00	2129.99	1579.00	N/A	0.00		023614997351	BROWNING	SHOTGUN	A5	16 GAUGE
0118475004	BRN A5 WW SWEET SIX 16/28 MOBL	1759.99	2379.99	1759.99	1949.99	0.00		023614997276	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0118475005	BRN A5 WW SWEET SIX 16/26 MOBL	1759.99	2379.99	1759.99	1949.99	0.00		023614997269	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
01190	CZU CZ75 CMP 9MM DA BLK 10R CA	549.99	649.00	549.99	N/A	0.00		806703011905	CZ USA	PISTOL	CZ75	9MM
0119002004	BRN A5 WICKD WNG 12M/28 3.5 C	1699.00	2279.99	1699.00	1899.99	0.00		023614743309	BROWNING	SHOTGUN	A5	12 GAUGE
0119005004	BRN A5 WW SWEET SIX 16/28 MSGH	1759.99	2379.99	1759.99	1949.99	0.00		023614997252	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0119005005	BRN A5 WW SWEET SIX 16/26 MSGH	1759.99	2379.99	1759.99	1949.99	0.00		023614997245	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0119015004	BRN A5 LTGN SWT SIXTEEN 16/28M	1429.00	1929.99	1429.00	1679.99	0.00		023614743552	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0119015005	BRN A5 LTGN SWT SIXTEEN 16/26M	1429.00	1929.99	1429.00	1679.99	0.00		023614743545	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0119072004	BRN A5 WW VTAN 12M/28 3.5 CAMO	1699.00	2279.99	1699.00	1999.99	0.00		023614997511	BROWNING	SHOTGUN	A5	12 GAUGE
0119082004	BRN A5 VTAN 12M/28MC 3.5 CAMO	1529.00	2049.99	1529.00	1799.99	0.00		023614997535	BROWNING	SHOTGUN	A5	12 GAUGE
0119112004	BRN A5 WW 12M/28 MAX-7 CAMO	1699.99	2279.99	1699.99	1899.99	0.00		023614853176	BROWNING	SHOTGUN	A5	12 GAUGE
0119112005	BRN A5 WW 12M/26 MAX-7 CAMO	1699.99	2279.99	1699.99	1899.99	0.00		023614853169	BROWNING	SHOTGUN	A5	12 GAUGE
0119115004	BRN A5 WW SWEET SIX 16/28M MX7	1759.99	2379.99	1759.99	1949.99	0.00		023614853190	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0119115005	BRN A5 WW SWEET SIX 16/26M MX7	1759.99	2379.99	1759.99	1949.99	0.00		023614853183	BROWNING	SHOTGUN	A5 SWEET SIXTEEN	16 GAUGE
0119122004	BRN A5 12M/28MC 3.5 MAX7 CAMO	1529.99	2049.99	1529.99	1699.99	0.00		023614853213	BROWNING	SHOTGUN	A5	12 GAUGE
0119125004	BRN A5 MAX7 16M/28MC 2.75	1579.00	2129.99	1579.00	N/A	0.00		023614853237	BROWNING	SHOTGUN	A5	16 GAUGE
01194	CZU CZ75D PCR COMP 9MM 10RD CA	549.99	649.00	549.99	N/A	0.00		806703011943	CZ USA	PISTOL	CZ75	9MM LUGER
01199	CZU CZP01 9MM BLK DECOCKER 10R	549.99	649.00	549.99	N/A	0.00		806703011998	CZ USA	PISTOL	CZ P-01	9MM
012286304	BRN BPS FIELD PUMP 12M/28MC	599.00	799.99	599.00	699.99	0.00		023614737919	BROWNING	SHOTGUN	N/A	12GA - 2 3/4 AND 3
012286305	BRN BPS FIELD PUMP 12M/26MC	599.00	799.99	599.00	699.99	0.00		023614737902	BROWNING	SHOTGUN	BPS FIELD	12 GAUGE
012286604	BRN BPS FIELD PUMP 20M/28MC	619.00	849.99	619.00	729.99	0.00		023614737957	BROWNING	SHOTGUN	BPS FIELD	20 GAUGE
012286605	BRN BPS FIELD PUMP 20M/26MC	619.00	849.99	619.00	729.99	0.00		023614737940	BROWNING	SHOTGUN	BPS FIELD	20 GAUGE
012286814	BRN BPS FIELD PUMP 28/26MC	649.00	879.99	649.00	779.99	0.00		023614741305	BROWNING ARMS COMPANY, INC	SHOTGUN	BROWNING ARMS COMPANY	28GA
012286914	BRN BPS FIELD PUMP 410/26MC	649.00	879.99	649.00	779.99	0.00		023614741329	BROWNING	SHOTGUN	BPS FIELD	410 GAUGE
012289113	BRN BPS FIELD 10M/28MC SYN 3.5	649.00	879.99	649.00	779.99	0.00		023614741206	BROWNING	SHOTGUN	BPS FIELD COMPOSITE	10 GAUGE
012289204	BRN BPS FIELD 12M/28MC SYN 3.5	589.00	799.99	589.00	699.99	0.00		023614738060	BROWNING ARMS COMPANY, INC	SHOTGUN	BROWNING ARMS COMPANY	12GA
012289304	BRN BPS FIELD 12M/28MC SYN	569.00	779.99	569.00	679.99	0.00		023614738046	BROWNING ARMS COMPANY, INC	SHOTGUN	BROWNING ARMS COMPANY	12GA
012289604	BRN BPS FIELD 20M/28MC SYN	589.00	799.99	589.00	699.99	0.00		023614740612	BROWNING	SHOTGUN	BPS FIELD COMPOSITE	20 GAUGE
01235	POF REVOLUTION 308 RFL 16B 20R	2419.00	2903.00	2419.00	2734.00	0.00		847313012357	POF-USA	RIFLE	Revolution	MULTI
0135313009	BRN CIT 725 SPRTNG OU 12M/32MC	2639.00	3529.99	2639.00	3079.99	0.00		023614073192	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0135313010	BRN CIT 725 SPRTNG OU 12M/30MC	2639.00	3529.99	2639.00	3079.99	0.00		023614073185	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0135316010	BRN CIT 725 SPRTNG OU 20M/30MC	2639.00	3529.99	2639.00	3079.99	0.00		023614400455	BROWNING	SHOTGUN	CITORI 725	20 GAUGE
013531812	BRN CIT 725 SPRTNG OU 28/30MC	2689.00	3599.99	2689.00	3149.99	0.00		023614043980	BROWNING	SHOTGUN	CITORI 725	28 GAUGE
0135533009	BRN CIT 725 SPRT ADJ 12M/32MC	2959.00	3979.99	2959.00	3449.99	0.00		023614396598	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0135533010	BRN CIT 725 SPRT ADJ OU 12M/30	2959.00	3979.99	2959.00	3449.99	0.00		023614396604	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0135793009	BRN CIT 725 TRAP O/U 12M/32MC	2799.00	3749.99	2799.00	3279.99	0.00		023614398295	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0135803009	BRN CIT 725 TRP ADJ 12M/32MC	3139.00	4199.99	3139.00	3679.99	0.00		023614398318	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0135833009	BRN CIT 725 SPORT LH 12M/32MC	2639.99	3529.99	2639.99	N/A	0.00		023614398387	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0136243009	BRN CIT 725 HR SPT ADJ 12M/32	3029.00	4049.99	3029.00	3529.99	0.00		023614400684	BROWNING	SHOTGUN	CITORI 725 HIGH RIB SPORTING	12 GAUGE
01467	POF REVOLUTION 308 16BRZ 20RD	2531.00	3037.00	2531.00	2860.00	0.00		847313014672	PATRIOT ORDNANCE FACTORY, INC.	RIFLE	REVOLUTION	7.62 NATO
01531	CZU P-10C 9MM PST 10RD BLK FS	334.99	399.00	334.99	N/A	0.00		806703015316	CZ USA	PISTOL	P-10 C	9X19
01560	CZU P-10S 9MM PST 10RD BLK FS	334.99	399.00	334.99	N/A	334.99	3/10/2023	806703015606	CZ USA	PISTOL	P-10 S	9X19
01566	POF REV DI 6.5CREED 20B 20RD	2419.00	2903.00	2419.00	2734.00	0.00		847313015662	PATRIOT ORDNANCE FACTORY, INC.	RIFLE	MODEL: CMR CALIBER: MULTI	6.5 CREEDMOOR
01580	POF WONDER 5.56 RFL 16B 30RD	1478.00	1774.00	1478.00	1671.00	0.00		847313015808	PATRIOT ORDNANCE FACTORY, INC.	RIFLE	RENEGADE	5.56 NATO
01581	POF REVOLUTION DI 308 16B 20R	2307.00	2769.00	2307.00	2607.00	0.00		847313015815	POF-USA	RIFLE	REVOLUTION DI	MULTI .308 WIN
01582	POF REV DI 308 RFL 16BRZ 20RD	2419.00	2903.00	2419.00	2734.00	0.00		847313015822	POF-USA	RIFLE	REVOLUTION DI	MULTI .308 WIN
01644	POF MINMAN 5.56 RFL 16B 30R	1344.00	1613.00	1344.00	1519.00	0.00		847313016447	POF-USA	RIFLE	P-15	E2 5.56 NATO
01645	POF MINMAN 5.56 16B 30R TUNG	1456.00	1747.00	1456.00	1645.00	0.00		847313016454	POF-USA	RIFLE	P-15	5.56 NATO|223
01662	POF ROGUE DI RFL 308 16B 20R	1747.00	2096.00	1747.00	1974.00	0.00		847313016621	PATRIOT ORDNANCE FACTORY, INC.	RIFLE	ROGUE	7.62 NATO|308
017054401	BRN BT99 12/34MC	1249.00	1679.99	1249.00	1479.99	0.00		023614236917	BROWNING	SHOTGUN	BT99	12 GAUGE
017081401	BRN BT99 12/34MC ADJ B&C	1589.00	2129.99	1589.00	1879.99	0.00		023614442226	BROWNING	SHOTGUN	N/A	12 GAUGE
017087401	BRN BT99 MAX 12/34MC ADJ B&C	4469.00	5979.99	4469.00	5199.99	0.00		023614735250	BROWNING	SHOTGUN	BT99	12GA 2 3/4
01793	POF RENEGADE+ 5.56 PST 10.5 BB	1792.00	2150.00	1792.00	2025.00	0.00		847313017932	PATRIOT ORDNANCE FACTORY, INC	PISTOL	P-415 RENEGADE+	5.56 NATO
01798	POF RENEGADE+ 5.56 PST 10.5	1680.00	2016.00	1680.00	1898.00	0.00		847313017987	PATRIOT ORDNANCE FACTORY, INC	PISTOL	RENEGADE+	5.56 NATO
01801	POF MINMAN 5.56 PST 10.5B 30R	1344.00	1613.00	1344.00	1519.00	0.00		847313018014	PATRIOT ORDNANCE FACTORY, INC.	PISTOL	POF USA MODEL: P-15	5.56 NATO
01802	POF MINMAN 5.56 PST 10.5B TUN	1456.00	1747.00	1456.00	1645.00	0.00		847313018021	PATRIOT ORDNANCE FACTORY, INC.	PISTOL	MODEL: P-15 CALIBER: MULTI	5.56 NATO
01803	POF MINMAN 5.56 PST 10.5B PB	1456.00	1747.00	1456.00	1645.00	0.00		847313018038	PATRIOT ORDNANCE FACTORY, INC	PISTOL	MODEL: P-15 CALIBER: MULTI	5.56 NATO
018073302	BRN CIT CXS OU 12M/32MC	1889.00	2529.99	1889.00	2199.99	0.00		023614443018	BROWNING	SHOTGUN	CITORI CXS	12 GAUGE
018073303	BRN CIT CXS OU 12M/30MC	1889.00	2529.99	1889.00	2199.99	0.00		023614443001	BROWNING	SHOTGUN	Citori CXS	12 GAUGE
018073304	BRN CIT CXS OU 12M/28MC	1889.00	2529.99	1889.00	2199.99	0.00		023614442998	BROWNING	SHOTGUN	Citori CXS	12GA 2 3-4 AND 3
018073603	BRN CIT CXS OU 20M/30MC	1889.00	2529.99	1889.00	2199.99	0.00		023614443032	BROWNING	SHOTGUN	Citori CXS	20 GAUGE
018073604	BRN CIT CXS OU 20M/28MC	1889.00	2529.99	1889.00	2199.99	0.00		023614443025	BROWNING	SHOTGUN	Citori CXS	20GA- 2 3/7 AND 3
018074327	BRN CIT CXT OU 12M/32MC	1949.00	2599.99	1949.00	2279.99	0.00		023614443216	BROWNING	SHOTGUN	Citori CXT	12 GAUGE
0180766005	BRN CIT 725 FTH SL OU 20M/26MC	2199.00	2949.99	2199.00	2579.99	0.00		023614737063	BROWNING	SHOTGUN	CITORI 725	20 GAUGE
018111303	BRN CIT CX ADJ OU 12M/30MC	2189.00	2929.99	2189.00	2549.99	0.00		023614681465	BROWNING	SHOTGUN	Citori CX ADJ	12GA
018115303	BRN CIT CX OU 12M/30MC	1839.00	2479.99	1839.00	2149.99	0.00		023614679387	BROWNING	SHOTGUN	Citori CX	12 GAUGE
018115304	BRN CIT CX OU 12M/28MC	1839.00	2479.99	1839.00	2149.99	0.00		023614679370	BROWNING	SHOTGUN	Citori CX	12GA- 2 3/4 AND 3
018117304	BRN CIT GRAN LIGTN OU 12M/28MC	2739.00	3679.99	2739.00	3199.99	0.00		023614679424	BROWNING	SHOTGUN	Citori Gran Lightning	12 GAUGE
018117513	BRN CIT GRAN LIGTN OU 16/28MC	2799.99	3749.99	2799.99	N/A	0.00		023614744047	BROWNING	SHOTGUN	Citori Gran Lightning	16 GAUGE
018117514	BRN CIT GRAN LIGTN OU 16/26MC	2799.99	3749.99	2799.99	N/A	0.00		023614744030	BROWNING	SHOTGUN	Citori Gran Lightning	16 GAUGE
018142304	BRN CIT WHT LIGHTN 12M/28MC	2199.00	2949.99	2199.00	2579.99	0.00		023614735120	BROWNING	SHOTGUN	CITORI WHITE LIGHTNING	12 GAUGE
018142513	BRN CIT WHT LIGHTN 16/28MC	2249.99	2999.99	2249.99	N/A	0.00		023614744023	BROWNING	SHOTGUN	CITORI WHITE LIGHTNING	16 GAUGE
018142514	BRN CIT WHT LIGHTN 16/26MC	2249.99	2999.99	2249.99	N/A	0.00		023614744016	BROWNING	SHOTGUN	NA	16 GAUGE
018142604	BRN CIT WHT LIGHTN 20M/28MC	2199.00	2949.99	2199.00	2579.99	0.00		023614737421	BROWNING	SHOTGUN	CITORI WHITE LIGHTNING	20 GAUGE
018142813	BRN CIT WHT LIGHTN 28/28MC	2259.00	3029.99	2259.00	2649.99	0.00		023614737445	BROWNING	SHOTGUN	CITORI WHITE LIGHTNING	28 GAUGE
018142913	BRN CIT WHT LIGHTN 410M/28MC	2259.00	3029.99	2259.00	2649.99	0.00		023614737469	BROWNING	SHOTGUN	CITORI WHITE LIGHTNING	410 GAUGE
018148302	BRN CIT CXS WHITE OU 12M/32MC	2049.99	2749.99	2049.99	N/A	0.00		023614735502	BROWNING	SHOTGUN	CITORI CX WHITE	12 GAUGE
018148303	BRN CIT CXS WHITE OU 12M/30MC	2049.99	2749.99	2049.99	N/A	0.00		023614735496	BROWNING	SHOTGUN	Citori CXS White	12GA
018148304	BRN CIT CXS WHITE OU 12M/28MC	2049.99	2749.99	2049.99	N/A	0.00		023614735489	BROWNING	SHOTGUN	Citori CXS White	12Ga
018149302	BRN CIT CXS WT ADJ OU 12M/32MC	2399.99	3199.99	2399.99	N/A	0.00		023614735533	BROWNING	SHOTGUN	Citori CXS White Adj. Comb	12 GAUGE
018149303	BRN CIT CXS WT ADJ OU 12M/30MC	2399.99	3199.99	2399.99	N/A	0.00		023614735526	BROWNING	SHOTGUN	Citori CXS White ADJ	12GA
018161304	BRN CIT WH STN OU 12M/28MC DE	1509.00	2029.99	1509.00	1739.99	0.00		023614743804	BROWNING	SHOTGUN	Citori White Satin	12 GAUGE
018161604	BRN CIT WHT SAT OU 20M/28MC DE	1509.00	2029.00	1509.00	1739.99	0.00		023614736905	BROWNING	SHOTGUN	Citori White Satin	20GA
018161813	BRN CIT WH STN OU 28/28MC DE	1559.00	2099.99	1559.00	1799.99	0.00		023614743811	BROWNING ARMS COMPANY, INC	SHOTGUN	CITORI	28GA
018161913	BRN CIT WH STN OU 410M/28MC DE	1559.00	2099.99	1559.00	1799.99	0.00		023614743828	BROWNING	SHOTGUN	Citori White Satin	410 GAUGE
0181624009	BRN CIT 725 TRP MX OU 12M/32MC	4809.00	6429.99	4809.00	5599.99	0.00		023614736646	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
018163304	BRN CIT FEATH LIGHTN 12M/28MC	2359.00	3179.99	2359.00	2749.99	0.00		023614736745	BROWNING	SHOTGUN	CITORI FEATHER LIGHTNING	12 GAUGE
018163605	BRN CIT FEATH LIGHTN 20M/26MC	2359.00	3179.99	2359.00	2749.99	0.00		023614736752	BROWNING	SHOTGUN	CITORI FEATHER LIGHTNING	20 GAUGE
0181653004	BRN CIT 725 FIELD OU 12M/28MC	2139.00	2879.99	2139.00	2499.99	0.00		023614736660	BROWNING	SHOTGUN	NA	12GA-2 3/4 AND 3
0181656004	BRN CIT 725 FIELD OU 20M/28MC	2139.00	2879.99	2139.00	2499.99	0.00		023614736684	BROWNING	SHOTGUN	CITORI 725	20 GAUGE
018165813	BRN CIT 725 FIELD OU 28/28MC	2199.00	2949.99	2199.00	2579.99	0.00		023614736707	BROWNING	SHOTGUN	CITORI 725	28 GAUGE
018165913	BRN CIT 725 FIELD OU 410/28MC	2199.00	2949.99	2199.00	2579.99	0.00		023614736721	BROWNING	SHOTGUN	CITORI 725	410 GAUGE
018181327	BRN CIT CXT WHT OU 12M/32MC	2099.99	2799.99	2099.99	N/A	0.00		023614737612	BROWNING	SHOTGUN	Citori CXT White	12 GAUGE
018182327	BRN CIT CXT WT ADJ OU 12M/32MC	2459.99	3299.99	2459.99	N/A	0.00		023614737636	BROWNING	SHOTGUN	Citori CXT White ADJ	12 GAUGE
018183302	BRN CIT CX WHITE OU 12M/32MC	1989.99	2679.99	1989.99	N/A	0.00		023614737667	BROWNING	SHOTGUN	CITORI CX WHITE	12 GAUGE
018184302	BRN CIT CX WHITE ADJ OU 12M/32	2319.99	3099.99	2319.99	N/A	0.00		023614737698	BROWNING	SHOTGUN	CITORI CX WHITE	12 GAUGE
018184303	BRN CIT CX WHITE ADJ OU 12M/30	2319.99	3099.99	2319.99	N/A	0.00		023614737681	BROWNING	SHOTGUN	CITORI CX WHITE	12 GAUGE
0181993009	BRN CIT 725 SPT ADJ LH 12M/32M	2959.99	3979.99	2959.99	N/A	0.00		023614739319	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0182093004	BRN CIT 725 FTHR OU 12M/28MC	2259.00	3029.99	2259.00	2649.99	0.00		023614740674	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0182096004	BRN CIT 725 FTHR OU 20M/28MC	2259.00	3029.99	2259.00	2649.99	0.00		023614740698	BROWNING	SHOTGUN	CITORI 725	20 GAUGE
